id,title,ruby,key,lang,artist,mod,remarks
565,Misty Mystery,,F,日语,GARNET CROW,,《名侦探柯南》OP
566,Shape of You,,F,外语,,,
567,Special¨ONE,,F,日语,ELISA,F→G#,
568,アクアテラリウム,,F,日语,やなぎなぎ,F→D,
569,色は匂へど散りぬるを,,F,日语,,(A#),
570,美しき残酷な世界,,F,日语,日笠陽子,,《进击的巨人》ED
571,カラフル。,,F,日语,沢井美空,,
572,君色に染まる,,F,日语,,,
573,さよならのこと,,F,日语,上原れな,,《白色相簿2》ED
574,漆黒に踊る弧濁覇王節,しっこくにおどるこどくはおうせつ,F,日语,ZAQ,,
575,千本桜,,F,日语,初音ミク,F→G,
576,镇命歌 -しずめうた-,,F,日语,瀧沢一留,,
577,となりのトトロ,,F,日语,,F→F#,
578,ナツコイ,,F,日语,,,
579,春よ、来い,,F,日语,,,
580,僕じゃない,,F,日语,angela,,
581,メタメリズム,,F,日语,伊藤かな恵,,《侵略！乌贼娘》ED
582,End Credits,,F,纯音乐,,,《加勒比海盗》主题曲
583,Nanaticia 夜空,,F,纯音乐,,,
584,Ring Ring Ring!,,F,纯音乐,,,
585,Panda Po,,F,纯音乐,,,
586,The Sun Also Rises,,F,纯音乐,,,
587,wings,,F,纯音乐,,,
588,楚天谣,,F,纯音乐,,,
589,雨のち想い出,,F,纯音乐,,,
590,いつも何度でも,,F,纯音乐,,,
591,いつもの風景から始まる物語,,F,纯音乐,,F→D→G,
592,風焔,かぜほむら,F,纯音乐,,,
593,フンフンフン♪だよ、らき☆すた,,F,纯音乐,,,
594,プック村,,F,纯音乐,,,
595,魔法使いの夜～メインテーマ,,F,纯音乐,,,
596,High歌,,F#,国语,黄龄,,
597,奔跑,,F#,国语,羽·泉,F#→G,
598,不要跟他说,,F#,国语,张信哲,,
599,错错错,,F#,国语,六哲,,
600,独家记忆,,F#,国语,陈小春,,
601,跟着感觉走,,F#,国语,苏芮,,
602,给我感觉,,F#,国语,张惠妹,,
603,立秋,,F#,国语,筠子,,
604,没离开过,,F#,国语,林志炫,,
605,没那么简单,,F#,国语,黄小琥,,
606,青花,,F#,国语,周传雄,,
607,伤心太平洋,,F#,国语,任贤齐,,
608,童话,,F#,国语,光良,F#→G#→A#,
609,忘记时间,,F#,国语,胡歌,,
610,吻别,,F#,国语,张学友,,
611,我的歌声里,,F#,国语,曲婉婷,F#→G#,
612,我和上官燕,,F#,国语,赵薇,,
613,逍遥,,F#,国语,霍建华,F#→G,
614,新不了情,,F#,国语,张靓颖,,
615,星语心愿,,F#,国语,张柏芝,,
616,行酒令,,F#,国语,王焱&尹相杰,,
617,学猫叫,,F#,国语,小潘潘,,
618,痒,,F#,国语,黄龄,,
619,有何不可,,F#,国语,许嵩,,
620,再见,,F#,国语,张震岳,,
621,在梅边,,F#,国语,王力宏,,
622,只要有你,,F#,国语,孙楠&那英,,
623,真实,,F#,国语,张惠妹,F#→G,
624,中华民谣,,F#,国语,孙浩,,
625,祝福祖国,,F#,国语,汤灿,,都说你的花朵真红火
626,最远的你是我最近的爱,,F#,国语,车继铃,,
627,Amazing Grace,,F#,外语,,,
628,Bad Apple,,F#,外语,,F#→G,
629,Beat It,,F#,外语,,,
630,Caramelldansen,,F#,外语,扭腰歌,,
631,EXEC_COSMOFLIPS/.,,F#,外语,KOKIA,,
632,Freely Tomorrow,,F#,日语,初音ミク,,
633,Girls,,F#,外语,MARiA,,
634,Grow Slowly,,F#,日语,井口裕香,F#→G,
635,Hello Goodbye & hello,,F#,日语,熊木杏里,,
636,HIGH POWERED,,F#,日语,Sphere,(D#)→F#→D#,《侵略！乌贼娘》OP
637,Myself;Yourself,,F#,日语,,,
638,Secret Base ~君がくれたもの~,,F#,日语,,,
639,Still Alive,,F#,外语,Lisa Miskovsky,,游戏《镜之边缘》主题曲
640,Take Me To Your Heart,,F#,外语,Michael Learns To Rock,,
641,The Sore Feet Song,,F#,外语,,F#→B,
642,The Sound of Silence,,F#,外语,,,
643,Wherever You Go,,F#,外语,A Rocket to the Moon,,
644,打上花火,,F#,日语,,,
645,君をのせて,,F#,日语,,,
646,きよしのズンドコ節,,F#,日语,,,
647,初恋,,F#,日语,奥華子,,
648,もっと,,F#,日语,,,《请与废柴的我谈恋爱》ED
649,優しさの理由,,F#,日语,,,
650,リンクス,,F#,日语,,,
651,Annie's Wonderland,,F#,纯音乐,,,
652,Theme of SSS,,F#,纯音乐,,,
653,The First Snowflakes,,F#,纯音乐,,,
654,綺麗で儚いもの,,F#,纯音乐,,,
655,空に光る,,F#,纯音乐,,,
656,2002年的第一场雪,,G,国语,刀郎,,
657,爱江山更爱美人,,G,国语,李丽芬,,
658,爱我的人和我爱的人,,G,国语,裘海正,,
659,爱情鸟,,G,国语,林依轮,,
660,霸王别姬,,G,国语,屠洪刚,,
661,倍儿爽,,G,国语,大张伟,,
662,边界1999,,G,国语,许美静,,
663,冰糖葫芦,,G,国语,冯晓泉,,
664,卜卦,,G,国语,崔子格,,
665,不能说的秘密,,G,国语,周杰伦,,
666,达坂城的姑娘,,G,国语,蒋大为,,
667,胆小鬼,,G,国语,梁咏琪,,
668,到哪里找那么好的人,,G,国语,陈明真,,
669,丁香花,,G,国语,唐磊,,
670,东风破,,G,国语,周杰伦,G→G#,
671,独上西楼,,G,国语,邓丽君,G→G#,
672,渡情,,G,国语,左宏元&张慧清,,
673,发现,,G,国语,赵薇,,
674,浮夸,,G,国语,陈奕迅,G→E,
675,敢问路在何方,,G,国语,蒋大为,,
676,何日君再来,,G,国语,邓丽君,,
677,鸿雁,,G,国语,呼斯楞,G→G#,
678,花心,,G,国语,周华健,,
679,花好月圆,,G,国语,刁寒,,
680,花火,,G,国语,梁咏琪,,
681,回到拉萨,,G,国语,郑钧,,
682,会呼吸的痛,,G,国语,梁静茹,,
683,火车快开,,G,国语,二手玫瑰,,
684,寂寞沙洲冷,,G,国语,周传雄,,
685,记事本,,G,国语,陈慧琳,,
686,快乐崇拜,,G,国语,张韶涵&潘玮柏,,
687,离歌,,G,国语,信乐团,,
688,连锁反应,,G,国语,林珊珊,,
689,两只蝴蝶,,G,国语,庞龙,,
690,牡丹之歌,,G,国语,蒋大为,,
691,那些花儿,,G,国语,朴树,,
692,难忘今宵,,G,国语,李谷一,,
693,你住在我心里的原因,,G,国语,鹿先森乐队,,
694,年轻的朋友来相会,,G,国语,张振富&耿莲凤,,
695,挪威的森林,,G,国语,伍佰,,
696,怕黑的女人,,G,国语,田震,,
697,朋友,,G,国语,周华健,,
698,朋友,,G,国语,臧天朔,,
699,偏偏喜欢你,,G,国语,陈百强,,
700,千万次的问,,G,国语,刘欢,,
701,晴天,,G,国语,周杰伦,,
702,秋天不回来,,G,国语,王强,,
703,绒花,,G,国语,李谷一,,
704,十五的月亮,,G,国语,蒋大为,,
705,十月围城,,G,国语,李晋,,
706,双侠,,G,国语,无极生,,
707,水手,,G,国语,郑智化,,
708,岁月神偷,,G,国语,金玟岐,,
709,随它吧,,G,国语,姚贝娜,,
710,驼铃,,G,国语,蒋大为,,
711,外婆的澎湖湾,,G,国语,潘安邦,,
712,雾里看花,,G,国语,那英,,
713,我爱祖国的蓝天,,G,国语,张明敏,,
714,我的眼里只有你,,G,国语,景岗山,,
715,我热恋的故乡,,G,国语,李娜,,
716,我是不是你最疼爱的人,,G,国语,潘越云,,
717,我真的受伤了,,G,国语,张学友,,
718,像青春一样怒放,,G,国语,水木年华,,
719,小半,,G,国语,陈粒,,
720,谢谢你的爱,,G,国语,刘德华,,
721,信仰,,G,国语,张信哲,,
722,夜玫瑰,,G,国语,陈明,,
723,一封家书,,G,国语,李春波,,
724,一起摇摆,,G,国语,汪峰,,
725,驿动的心,,G,国语,姜育恒,,
726,义勇军进行曲,,G,国语,,,
727,用心良苦,,G,国语,张宇,,
728,拥抱你离去,,G,国语,张北北,,
729,雨一直下,,G,国语,张宇,,
730,远情,,G,国语,谭晶,,
731,月圆花好,,G,国语,龚玥,,
732,再回首,,G,国语,姜育恒,,
733,在那桃花盛开的地方,,G,国语,蒋大为,,
734,中国功夫,,G,国语,屠洪刚,,
735,终于明白,,G,国语,动力火车,,《仙剑奇侠传》ED
736,执着,,G,国语,田震,,
737,走天涯,,G,国语,降央卓玛,,
738,最熟悉的陌生人,,G,国语,萧亚轩,,
739,世界上的另一个我,,G,国语,郭采洁&阿肆,,
740,aLIEz,,G,外语,,,《ALDNOAH.ZERO》ED
741,Call Me Maybe,,G,外语,,,
742,Can't Take My Eyes Off You,,G,外语,少女时代,,
743,Girl In The Mirror,,G,外语,,,
744,Going Home,,G,外语,,,
745,Cut,,G,外语,,,《吸血鬼日记》BGM
746,Happiness,,G,外语,,,《符文工厂2》主题曲
747,Hero,,G,外语,Enrique lglesias,,
748,I Gotta Feeling,,G,外语,Black Eyed Peas,,
749,I Hate Myself For Loving You,,G,外语,,,
750,Let It Go,,G,外语,Demi Lovato,,
751,oath sign,,G,外语,LiSA,G→A,《Fate/Zero》OP
752,Schnappi,,G,外语,,,
753,START:DASH!!,,G,外语,,,
754,sweets parade,,G,外语,花澤香菜,,《妖狐×仆SS》ED
755,Teenage Life,,G,外语,Daz Sampson,,
756,Tonight I Wanna Cry,,G,外语,,,
757,U Make Me Wanna,,G,外语,,,
758,大きな金魚の樹の下で,,G,日语,,,
759,キミの花,,G,日语,,,《清恋》OP
760,银の意志、金の翼,ぎんのいし、きんのつばさ,G,日语,小寺可南子,,《空之轨迹》OVA
761,粉雪,こなゆき,G,日语,Remioromen,,
762,世界は恋に落ちている,,G,日语,,,
763,桃源恋歌,とうげんれんか,G,日语,,,
764,月が泣いてる,,G,日语,つじあやの,,
765,はじまりの朝,,G,纯音乐,,,
766,Battle Without Honor Or Humanity,,G,纯音乐,,,《杀死比尔》BGM
767,Bliss,,G,纯音乐,,,《寄生兽》BGM
768,Departure,,G,纯音乐,片手☆SIZE,,
769,heaven sunshine,,G,纯音乐,Foxtail-Grass Studio,,
770,innocence,,G,纯音乐,,,《魔法使之夜》BGM
771,It's Going to be The Special,,G,纯音乐,,,
772,Never too late,,G,纯音乐,,,
773,Nightingale,,G,纯音乐,,,
774,Unity,,G,纯音乐,TheFatRat,,
775,北岸,,G,纯音乐,,,
776,君自兰芳,,G,纯音乐,,,
777,青石巷,,G,纯音乐,,G→E→A,
778,维京之风,,G,纯音乐,,,
779,いつまでも君と,,G,纯音乐,,,《魔法使之夜》BGM
780,陰鬱な屋敷,いんうつなやしき,G,纯音乐,,,
781,海の見える街,,G,纯音乐,,G→D,《魔女宅急便》BGM
782,それは風のように,,G,纯音乐,,,
783,男子高校生と愉快な仲間,,G,纯音乐,,,
784,千尋のワルツ,,G,纯音乐,,,
785,てってって～,,G,纯音乐,,,
786,常盤台女子寮,,G,纯音乐,,,
787,時計はまわる,,G,纯音乐,,,
788,ハナノイロ,,G,纯音乐,,,《花开伊吕波》OP
789,奉仕部活動日誌 01,,G,纯音乐,,,
790,昔の友人が変わらずにいるというのも悪くないものだな…,,G,纯音乐,,,
791,沸き上がる闘志,わきあがるとうし,G,纯音乐,,,
792,爱的奉献,,G#,国语,韦唯,,
793,敖包相会,,G#,国语,云飞&于文华,G#→C#,
794,别问我是谁,,G#,国语,王馨平,,
795,不得不爱,,G#,国语,潘玮柏&弦子,,
796,此生不换,,G#,国语,青鸟飞鱼,,
797,大花轿,,G#,国语,火风,,
798,当,,G#,国语,动力火车,,
799,等你下课,,G#,国语,周杰伦,,
800,鼓楼,,G#,国语,赵雷,,
801,蓝色土耳其,,G#,国语,周传雄,,
802,离不开你,,G#,国语,黄绮珊,,
803,浏阳河,,G#,国语,宋祖英,,
804,梦醒时分,,G#,国语,陈淑桦,,
805,那一天,,G#,国语,杨坤,,
806,南屏晚钟,,G#,国语,蔡琴/徐小凤,,
807,恰似你的温柔,,G#,国语,邓丽君,,
808,千年等一回,,G#,国语,高胜美,,
809,如果这就是爱情,,G#,国语,张靓颖,,
810,十年,,G#,国语,陈奕迅,,
811,谁的眼泪在飞,,G#,国语,孟庭苇,,
812,特别的爱给特别的你,,G#,国语,伍思凯,,
813,为爱痴狂,,G#,国语,刘若英,,
814,无愧于心,,G#,国语,孙楠,,
815,弯弯的月亮,,G#,国语,刘欢,G#→A,
816,新鸳鸯蝴蝶梦,,G#,国语,黄安,,
817,心太软,,G#,国语,任贤齐,,
818,夜来香,,G#,国语,邓丽君,,
819,夜曲,,G#,国语,周杰伦,,
820,一生离不开的是你,,G#,国语,黄鹤翔&冰玉,,
821,越来越好,,G#,国语,宋祖英,,
822,遇见,,G#,国语,张靓颖,,
823,天空,,G#,国语,蓝心羽&傅如乔,,
824,可可托海的牧羊人,,G#,国语,王琪,,
825,Dear my friend -まだ見ぬ未来へ-,,G#,日语,ELISA,G#→E,
826,"Don't Say ""Lazy""",,G#,日语,日笠陽子,,
827,Happy,,G#,外语,Pharrell Williams,,《神偷奶爸2》BGM
828,Lemon Tree,,G#,外语,Fool's Garden,,
829,Magia,,G#,外语,Kalafina,G#→D#→F,
830,Опера 2,,G#,外语,,,《歌剧2》
831,One More Night,,G#,外语,Maroon 5,,
832,Overfly,,G#,外语,春奈るな,,《刀剑神域》ED
833,Ring Ding Dong,,G#,外语,,,《杀马特遇见洗剪吹》
834,Sister's Noise,,G#,外语,fripside,G#→F→G→G#,
835,Stayin' Alive,,G#,外语,,,
836,tear drops,,G#,外语,Caos Caos Caos,,《名侦探柯南》OP
837,The magic key,,G#,外语,One-T,,
838,Viva La Vida,,G#,外语,,,
839,WHITE ALBUM,,G#,外语,米澤円,,
840,You Are My Sunshine,,G#,外语,Angelika Vee,,
841,境界の彼方,きょうかいのかなた,G#,日语,,,
842,だんご大家族,,G#,日语,茶太,,
843,初音ミクの消失,,G#,日语,初音ミク,,
844,バラライカ,,G#,日语,久住小春,,《花样明星》OP
845,星を辿れば,ほしをたどれば,G#,日语,,,
846,ルカルカ✩ナイトフィーバー,,G#,日语,,,
847,瑠璃の鳥,るりのとり,G#,日语,霜月はるか,,
848,ワールドイズマイン,,G#,日语,世界第一的公主殿下,,
849,Childhood Memory,,G#,纯音乐,Bandari,,
850,彼女の本気,,G#,纯音乐,,G#→A→F→G#,
851,騎士王の誇り,,G#,纯音乐,,,
852,新・名探偵コナン メイン・テーマ(Sax),,G#,纯音乐,,,
853,邪悪な都市,,G#,纯音乐,,,
854,ひだまりの郷,,G#,纯音乐,,,
855,有意義な時間の過ごし方,,G#,纯音乐,,G#→(A)→B,
856,Shero,,A,国语,S.H.E,,
857,安全感,,A,国语,S.H.E,,
858,比我幸福,,A,国语,陈晓东,,
859,草原上升起不落的太阳,,A,国语,蒋大为,,
860,稻香,,A,国语,周杰伦,,
861,懂你,,A,国语,满文军,,
862,动起来,,A,国语,郭富城,,
863,飞得更高,,A,国语,汪峰,,
864,告诉我,,A,国语,刘文正,,
865,跟你走天涯,,A,国语,尹相杰&于文华,,
866,活着,,A,国语,郝云,,
867,今天你要嫁给我,,A,国语,陶喆&蔡依林,,
868,九妹,,A,国语,黄鹤翔,,
869,九月九的酒,,A,国语,阎屹,,
870,精忠报国,,A,国语,屠洪刚,,
871,骏马奔驰保边疆,,A,国语,蒋大为,,
872,开门红,,A,国语,火风&汤灿,,
873,笼外的鸟,,A,国语,贾南,,
874,龙卷风,,A,国语,周杰伦,,
875,美丽的草原我的家,,A,国语,德德玛,,
876,你走吧,,A,国语,周艳泓,,
877,如果云知道,,A,国语,许茹芸,,
878,朋友的酒,,A,国语,李晓杰,,
879,偏爱,,A,国语,张芸京,,
880,平凡之路,,A,国语,朴树,,
881,跑马溜溜的山上,,A,国语,蒋大为,,
882,青花瓷,,A,国语,周杰伦,A→A#,
883,奇迹再现,,A,国语,毛华锋,A→E,《迪迦奥特曼》中文主题曲
884,生如夏花,,A,国语,朴树,,
885,守月亮,,A,国语,吴涤清,,
886,涛声依旧,,A,国语,毛宁,,
887,童年,,A,国语,罗大佑,,
888,他一定很爱你,,A,国语,阿杜,,
889,踏春,,A,国语,姚晔,,
890,天不下雨天不刮风天上有太阳,,A,国语,尹相杰&于文华,,
891,天后,,A,国语,陈势安,,
892,天涯,,A,国语,任贤齐,,《笑傲江湖》ED
893,王妃,,A,国语,萧敬腾,,
894,我好想你,,A,国语,苏打绿,,
895,乌苏里船歌,,A,国语,蒋大为,,
896,仙剑问情,,A,国语,萧人凤,,
897,向天再借五百年,,A,国语,韩磊,,
898,笑脸,,A,国语,谢东,,
899,小背篓,,A,国语,宋祖英,,
900,一剪梅,,A,国语,费玉清,,
901,一生有你,,A,国语,水木年华,,
902,愿得一人心,,A,国语,李行亮,,
903,原来你也在这里,,A,国语,刘若英,,
904,知心爱人,,A,国语,任静&付笛声,,
905,追梦赤子心,,A,国语,GALA,,
906,最美,,A,国语,羽·泉,,
907,杀破狼,,A,国语,JS,,
908,18,,A,外语,One Direction,,
909,Catch My Breath,,A,外语,Kelly Clarkson,,
910,Lady Melody,,A,外语,,,
911,Mysterious Eyes,,A,外语,,,《名侦探柯南》OP
912,One more time one more chance,,A,外语,山崎まさよし,A→C,
913,Rain,,A,外语,秦基博,A→F#→A,《言叶之庭》ED
914,Raindrops,,A,外语,Eliane,,
915,Someone Like You,,A,外语,Adele,,
916,あいぞめ,,A,日语,,,《地狱少女》ED
917,悪女,あくじょ,A,日语,米澤円,,
918,あさき、ゆめみし,,A,日语,瀧沢一留,,
919,いつもこの場所で,,A,日语,彩音,,
920,いけないボーダーライン,,A,日语,,,
921,運命のルーレット廻して,,A,日语,坂井泉水,,
922,君の知らない物語,,A,日语,supercell,,
923,キャンディパウダー,,A,日语,,,
924,極楽浄土,ごくらくじょうど,A,日语,GARNiDELiA,,
925,世界に一つだけの花,,A,日语,SMAP,,
926,月灯りふんわり落ちてくる夜,,A,日语,やなぎなぎ,,
927,無くした日々にさよなら,,A,日语,スネオヘアー,,《在下坂本，有何贵干？》 ED
928,フリージア,,A,日语,Uru,,
929,ブルーバード,,A,日语,いきものがかり,,《青鸟》
930,みちしるべ,,A,日语,茅原実里,,《紫罗兰永恒花园》ED
931,みんなみくみくにしてあげる♪,,A,日语,初音ミク,,
932,女々しくて,,A,日语,鬼龍院翔,,
933,아리랑,,A,外语,,,《阿里郎》
934,Ievan Polkka,,A,纯音乐,甩葱歌,,
935,Rhythm of port town,,A,纯音乐,,,
936,River Flows in You,,A,纯音乐,,,
937,黒き狼の伝承,,A,纯音乐,,,
938,スローライフに憧れて,,A,纯音乐,,,
939,爱的初体验,,A#,国语,任贤齐,#A→G,
940,北方,,A#,国语,倪健,,
941,不想长大,,A#,国语,S.H.E,,
942,城里的月光,,A#,国语,许美静,,
943,当我们一次走过,,A#,国语,苏打绿,,
944,冬至,,A#,国语,筠子,A#→B,
945,儿时,,A#,国语,刘昊霖,,
946,国际歌,,A#,国语,,,
947,坏感觉,,A#,国语,周传雄,,
948,黄昏,,A#,国语,周传雄,,
949,江南,,A#,国语,林俊杰,,
950,历史的天空,,A#,国语,毛阿敏,,
951,其实你不懂我的心,,A#,国语,童安格,,
952,穷开心,,A#,国语,花儿乐队,,
953,如果没有你,,A#,国语,姚贝娜,,
954,山歌好比春江水·多谢了,,A#,国语,宋祖英,,
955,天仙子,,A#,国语,谢雨欣,,
956,驼铃,,A#,国语,刀郎,,
957,为你终生守口如瓶,,A#,国语,高松,A#→G#,
958,我是一只小小鸟,,A#,国语,赵传,,
959,小丑面具,,A#,国语,韩庚,,
960,小芳,,A#,国语,李春波,,
961,小苹果,,A#,国语,筷子兄弟,,
962,信天游,,A#,国语,程琳,,
963,一场游戏一场梦,,A#,国语,王杰,,
964,一夜惊喜,,A#,国语,李治廷&范冰冰,,
965,一直很安静,,A#,国语,阿桑,,
966,映山红,,A#,国语,宋祖英,,
967,月亮惹的祸,,A#,国语,张宇,,
968,在雨中,,A#,国语,姜育恒,,
969,站在高岗上,,A#,国语,张惠妹,,
970,中国话,,A#,国语,S.H.E,A#→C,
971,众人划桨开大船,,A#,国语,付笛声,,
972,热爱105°C的你,,A#,国语,阿肆,,
973,Arrietty's Song,,A#,日语,,A#→D#,
974,Beautiful World,,A#,外语,Westlife,,
975,Clattanoia,,A#,日语,OxT,,《OVERLORD》OP
976,DREAM SOLISTER,,A#,日语,TRUE,A#→C,
977,Evelyn Evelyn,,A#,外语,,,
978,happy endings,,A#,日语,花澤香菜,A#→C#→G→E,《绝园的暴风雨》ED
979,Hey!カロリーQueen,,A#,日语,竹達彩奈,,《粗点心战争》ED
980,Memory,,A#,外语,歌剧《 猫》,A#→F,歌剧《 猫》
981,Return To Innocence,,A#,外语,Enigma,,
982,What is Love,,A#,外语,Haddaway,,
983,White Noise,,A#,外语,Amber,,
984,Whole World Around,,A#,外语,Daniel Powter,,
985,あたたかな调べ,,A#,日语,佐藤利奈,,
986,ありがとう,,A#,日语,KOKIA,,
987,威風堂々,,A#,日语,,,
988,オンナのコ オトコのコ,,A#,日语,小倉優子,,
989,北国の春,,A#,日语,,,
990,君を知ること,,A#,日语,金元寿子,A#→G,中间有些半音，但仍是 A#
991,天使にふれたよ!,,A#,日语,,,
992,止マレ!,,A#,日语,,(B)→A#→D#,
993,はじまりの日,,A#,日语,じょん,,
994,はじめてのチュウ,,A#,日语,Naomile,,
995,Conturbatio,,A#,纯音乐,,,
996,Gun's & Roses,,A#,纯音乐,,,
997,Mariage d'amour,,A#,纯音乐,,,《梦中的婚礼》
998,sis puella magica!,,A#,纯音乐,,,
999,Snowdreams,,A#,纯音乐,Bandari,,
1000,The truth that you leave,,A#,纯音乐,,A#→C,
1001,漫步心旅,,A#,纯音乐,,,
1002,千秋,,A#,纯音乐,,,《古剑奇谭3》主题曲
1003,软红千丈,,A#,纯音乐,,,
1004,田舍小径,,A#,纯音乐,,,
1005,杏叶书香,,A#,纯音乐,,,
1006,運命の夜,うんめいのよる,A#,纯音乐,,,
1007,風の住む街,かぜのすむまち,A#,纯音乐,,,
1008,冬の街路樹,ふゆのがいろじゅ,A#,纯音乐,,,
1009,Why Me,,B,国语,李宇春,B→C,
1010,爱的供养,,B,国语,杨幂,,
1011,不要说话,,B,国语,陈奕迅,,
1012,不说再见,,B,国语,好妹妹,B→C#,
1013,长歌一曲,,B,国语,腾格尔,(D#),
1014,痴心绝对,,B,国语,李圣杰,,
1015,独角戏,,B,国语,许茹芸,B→C,
1016,发如雪,,B,国语,周杰伦,,
1017,风中有朵雨做的云,,B,国语,孟庭苇,,
1018,奉献,,B,国语,苏芮,,
1019,告白气球,,B,国语,周杰伦,,
1020,借我,,B,国语,谢春花,,
1021,开始懂了,,B,国语,孙燕姿,,
1022,你怎么舍得伤害我,,B,国语,梁咏琪&孙俪&许茹芸,,
1023,暖暖,,B,国语,梁静茹,B→C,
1024,说句心里话,,B,国语,阎维文,,
1025,太委屈,,B,国语,陶晶莹,,
1026,我要找到你,,B,国语,陈明,B→C,
1027,五月天,,B,国语,S.H.E,,
1028,喜欢寂寞,,B,国语,苏打绿,,
1029,下定决心忘记你,,B,国语,大哲,,
1030,想把我唱给你听,,B,国语,老狼&王婧,,
1031,心火,,B,国语,姚贝娜,,
1032,心情不错,,B,国语,孙悦,B→F#,
1033,演员,,B,国语,薛之谦,,
1034,阳光总在风雨后,,B,国语,许美静,,
1035,夜空中最亮的星,,B,国语,逃跑计划,,
1036,夜夜夜夜,,B,国语,齐秦,,
1037,有一点动心,,B,国语,张信哲&刘嘉玲,,
1038,最初的梦想,,B,国语,范玮琪,B→A#,
1039,素颜,,B,国语,许嵩&何曼婷,,
1040,白月光与朱砂痣,,B,国语,大籽,,
1041,Bird,,B,外语,下川みくに,,
1042,Crash,,B,外语,,,
1043,Havana,,B,外语,J.Fla,,
1044,Lemon,,B,外语,米津玄師,B→G#,《非自然死亡》主题曲
1045,LEVEL5 -judgelight-,,B,日语,fripside,B→C,
1046,Lights,,B,外语,Ellie Goulding,,
1047,-Mirage-,,B,日语,岡本菜摘,B→A→A#,
1048,Moon Without The Stars,,B,外语,Quiana,,《Deemo》
1049,Only My Railgun,,B,日语,fripside,B→G#→A#→B,
1050,Poker Face,,B,外语,Lady Gaga,,
1051,Sparkling Daydream,,B,日语,ZAQ,,
1052,Yellow,,B,外语,Coldplay,,
1053,あなたがいるから,,B,日语,,,
1054,終わりの世界から,,B,日语,やなぎなぎ,B→E,
1055,悲しいほど今日の夕陽きれいだね,,B,外语,,,
1056,現実的論理主義者,,B,外语,IA,,
1057,そこに在るもの,,B,外语,時音,,
1058,前前前世,,B,外语,RADWIMPS,,
1059,誕生日パーティでゲソ,,B,纯音乐,,,《侵略！乌贼娘》插曲
1060,夜桜街道,よざくらかいどう,B,外语,,B→E→D→C#,中间调很复杂
1061,Flower Dance,,B,纯音乐,,,
1062,Nyan Cat,,B,纯音乐,,,
1063,Trip,,B,纯音乐,,,
1064,步云登仙,,B,纯音乐,,,
1065,远方的寂静,,B,纯音乐,林海,,
1066,町、時の流れ、人,,B,纯音乐,,,
1067,黄土高坡,,E,国语,田震,,
1068,好大一棵树,,A#,国语,田震,,
1069,天亮了,,C,国语,韩红,,
1070,记事本,,D#,国语,周传雄,,
1071,草原之夜,,F,国语,降央卓玛,,
1072,忘了我,,G,国语,黄格选,,
1073,Something Just Like This,,D,外语,Coldplay,,
1074,青い幸福,あおいこうふく,D,外语,のぶこ,,
1075,Ref:rain,,G,外语,Aimer,,《恋如雨止》TV动画ED
1076,たぶん,,F,外语,YOASOBI,F→F#,
1077,またねがあれば,,D#,外语,當山みれい,,
1078,向日葵の咲く場所 ～daydream flowers～,,F#,外语,maoto,F#→F,
1079,願いを呼ぶ季節,,D#,外语,時音,D#→A#,
1080,敢问路在何方,,G#,国语,蒋大为,,
1081,山月调,,A,纯音乐,,,
1082,維新,,D#,纯音乐,ふみこみどり,,
1083,Colorful Days,,A#,国语,朴树,A#→C,
1084,白桦林,,G,国语,朴树,,
1085,红楼梦序曲,,G,纯音乐,,,
1086,One Fine Day,,C,纯音乐,,,
1087,Insomnia,,F#,外语,Craig David,,
1088,月光下的凤尾竹,,C,纯音乐,,,
1089,Blank Space,,F,外语,Taylor Swift,,
1090,Running a Little Late,,A,外语,Katharine Appleton,,
1091,Speed of Sound,,D,外语,Coldplay,,
1092,Delicious,,D,外语,Daniel Powter,,
1093,Best of Me,,G,外语,Daniel Powter,,
1094,Never Gonna Give You Up,,C#,外语,Rick Astley,,
1095,Two Tickets to Paradise,,A,外语,Eddie Money,,
1096,For the First Time in Forever,,F,外语,Kristen Bell,F→F#,
1097,Nessun dorma,,D,外语,José Carreras,,
1098,Memories,,B,外语,Maroon 5,,
1099,Payphone,,B,外语,Maroon 5,,
1100,Immortals,,A,外语,Fall Out Boy,,
1101,Monsters,,C#,外语,Katie Sky,,
1102,Unchained Melody,,C,外语,The Righteous Brothers,,
1103,Trololo Song,,C,外语,,C→C#→D→D#,
1104,野狼disco,,A,国语,宝石Gem,,
1105,风月无边,,F#,国语,晃儿,,
1106,冬天的秘密,,G,国语,周传雄,,
1107,披着羊皮的狼,,G,国语,刀郎,,
1108,手心里的温柔,,F,国语,刀郎,,
1109,西海情歌,,A#,国语,刀郎,,
1110,冲动的惩罚,,F#,国语,刀郎,,
1111,我在人民广场吃炸鸡,,D,国语,阿肆,,
1112,世界上的另一个我,,G,国语,郭采洁&阿肆,,
1113,喜欢,,C#,国语,阿肆,C#→D,
1114,可惜没如果,,C,国语,林俊杰,,
1115,修炼爱情,,D#,国语,林俊杰,D#→E,
1116,小酒窝,,D#,国语,林俊杰&蔡卓妍,,
1117,爱的初体验,,C,国语,张震岳,,
1118,走慢一点点,,D,国语,张震岳,,
1119,Time after time ～花舞う街で～,,D,外语,仓木麻衣,,
1120,Your Best Friend,,G#,外语,仓木麻衣,,
1121,一秒ごとに Love for you,,D,外语,仓木麻衣,,
